Observation Date,Country,Confirmed,Death,Recovered
6/10/2020,India,359,0,67
6/10/2020,India,21014,1313,14365
6/10/2020,India,5209,45,2134
6/10/2020,India,445,5,249
6/10/2020,India,4346,48,1506
6/10/2020,India,1411,8,559
6/10/2020,India,5921,66,2604
6/10/2020,India,2096,16,848
6/10/2020,India,108,1,52
6/10/2020,India,9849,420,6729
6/10/2020,India,90787,3289,42638
6/10/2020,India,304,0,61
6/10/2020,India,43,1,13
6/10/2020,India,88,0,1
6/10/2020,India,127,0,10
6/10/2020,India,3140,9,2133
6/10/2020,India,127,0,52
6/10/2020,India,2719,55,2167
6/10/2020,India,11245,255,8328
6/10/2020,India,13,0,0
6/10/2020,India,34914,307,18325
6/10/2020,India,3920,148,1809
6/10/2020,India,864,1,192
6/10/2020,India,9227,0,0
6/10/2020,India,11335,301,6669
6/10/2020,India,1537,13,755
6/10/2020,India,8985,415,3620
6/11/2020,India,38,0,33
6/11/2020,India,5429,80,3048
6/11/2020,India,61,0,4
6/11/2020,India,3319,6,1432
6/11/2020,India,5983,36,3266
6/11/2020,India,332,5,286
6/11/2020,India,1398,6,447
6/11/2020,India,30,0,2
6/11/2020,India,34687,1085,12731
6/11/2020,India,417,0,67
6/11/2020,India,22032,1385,15101
6/11/2020,India,5968,64,2260
6/11/2020,India,470,6,280
6/11/2020,India,4574,52,1820
6/11/2020,India,1599,8,630
6/11/2020,India,6245,72,2977
6/11/2020,India,2244,18,968
6/11/2020,India,135,1,54
6/11/2020,India,10241,431,7042
6/11/2020,India,97648,3590,46078
6/11/2020,India,366,0,73
6/11/2020,India,44,1,18
6/11/2020,India,102,0,1
6/11/2020,India,128,0,22
6/11/2020,India,3386,9,2354
6/11/2020,India,157,2,67
6/11/2020,India,2887,59,2259
6/11/2020,India,11838,265,8775
6/11/2020,India,14,0,2
6/11/2020,India,38716,349,20705
6/11/2020,India,4320,165,1993
6/11/2020,India,913,1,278
6/11/2020,India,8315,0,0
6/11/2020,India,12088,345,7292
6/11/2020,India,1643,15,842
6/11/2020,India,9768,442,3988
6/12/2020,India,38,0,33
6/12/2020,India,5429,80,3048
6/12/2020,India,61,0,4
6/12/2020,India,3319,6,1432
6/12/2020,India,5983,36,3266
6/12/2020,India,332,5,286
6/12/2020,India,1398,6,447
6/12/2020,India,30,0,2
6/12/2020,India,34687,1085,12731
6/12/2020,India,417,0,67
6/12/2020,India,22032,1385,15101
6/12/2020,India,5968,64,2260
6/12/2020,India,470,6,280
6/12/2020,India,4574,52,1820
6/12/2020,India,1599,8,630
6/12/2020,India,6245,72,2977
6/12/2020,India,2244,18,968
6/12/2020,India,135,1,54
6/12/2020,India,10241,431,7042
6/12/2020,India,97648,3590,46078
6/12/2020,India,366,0,73
6/12/2020,India,44,1,18
6/12/2020,India,102,0,1
6/12/2020,India,128,0,22
6/12/2020,India,3386,9,2354
6/12/2020,India,157,2,67
6/12/2020,India,2887,59,2259
6/12/2020,India,11838,265,8775
6/12/2020,India,14,0,2
6/12/2020,India,38716,349,20705
6/12/2020,India,4320,165,1993
6/12/2020,India,913,1,278
6/12/2020,India,8315,0,0
6/12/2020,India,12088,345,7292
6/12/2020,India,1643,15,842
6/12/2020,India,9768,442,3988
6/13/2020,India,38,0,33
6/13/2020,India,5680,80,3105
6/13/2020,India,67,0,4
6/13/2020,India,3498,8,1537
6/13/2020,India,6103,36,3587
6/13/2020,India,334,5,286
6/13/2020,India,1429,6,550
6/13/2020,India,30,0,2
6/13/2020,India,36824,1214,13398
6/13/2020,India,463,0,69
6/13/2020,India,22527,1415,15493
6/13/2020,India,6334,70,2475
6/13/2020,India,486,6,297
6/13/2020,India,4730,53,2086
6/13/2020,India,1617,8,672
6/13/2020,India,6516,79,3440
6/13/2020,India,2322,19,1000
6/13/2020,India,239,1,62
6/13/2020,India,10443,440,7201
6/13/2020,India,101141,3717,47796
6/13/2020,India,385,0,77
6/13/2020,India,44,1,22
6/13/2020,India,104,0,1
6/13/2020,India,156,0,49
6/13/2020,India,3498,10,2474
6/13/2020,India,157,2,67
6/13/2020,India,2986,63,2282
6/13/2020,India,12068,272,8898
6/13/2020,India,63,0,2
6/13/2020,India,40698,367,22047
6/13/2020,India,4484,174,2278
6/13/2020,India,961,1,278
6/13/2020,India,7984,0,0
6/13/2020,India,12616,365,7609
6/13/2020,India,1724,21,947
6/13/2020,India,10244,451,4206
6/14/2020,India,38,0,33
6/14/2020,India,5965,82,3195
6/14/2020,India,87,0,4
6/14/2020,India,3718,8,1584
6/14/2020,India,6290,39,3956
6/14/2020,India,345,5,286
6/14/2020,India,1512,6,631
6/14/2020,India,35,0,2
6/14/2020,India,38958,1271,14945
6/14/2020,India,523,0,70
6/14/2020,India,23038,1448,15883
6/14/2020,India,6749,78,2803
6/14/2020,India,502,6,313
6/14/2020,India,4878,55,2269
6/14/2020,India,1711,8,816
6/14/2020,India,6824,81,3648
6/14/2020,India,2407,19,1046
6/14/2020,India,437,1,68
6/14/2020,India,10641,447,7377
6/14/2020,India,104568,3830,49346
6/14/2020,India,449,0,91
6/14/2020,India,44,1,22
6/14/2020,India,107,0,1
6/14/2020,India,163,0,76
6/14/2020,India,3723,10,2594
6/14/2020,India,176,2,82
6/14/2020,India,3063,65,2327
6/14/2020,India,12401,282,9337
6/14/2020,India,63,0,4
6/14/2020,India,42687,397,23409
6/14/2020,India,4737,182,2352
6/14/2020,India,1046,1,315
6/14/2020,India,7436,0,0
6/14/2020,India,13118,385,7875
6/14/2020,India,1785,23,1077
6/14/2020,India,10698,463,4542
6/15/2020,India,41,0,33
6/15/2020,India,6456,88,3316
6/15/2020,India,91,0,7
6/15/2020,India,4158,8,2166
6/15/2020,India,6650,40,4409
6/15/2020,India,354,6,296
6/15/2020,India,1756,8,890
6/15/2020,India,36,0,5
6/15/2020,India,42829,1400,16427
6/15/2020,India,592,0,85
6/15/2020,India,24055,1505,16664
6/15/2020,India,7722,100,3565
6/15/2020,India,556,8,353
6/15/2020,India,5220,62,2604
6/15/2020,India,1763,8,905
6/15/2020,India,7213,89,4135
6/15/2020,India,2543,20,1175
6/15/2020,India,555,1,82
6/15/2020,India,10935,465,7903
6/15/2020,India,110744,4128,56049
6/15/2020,India,490,0,151
6/15/2020,India,44,1,25
6/15/2020,India,117,0,1
6/15/2020,India,177,0,92
6/15/2020,India,4055,11,2854
6/15/2020,India,202,5,95
6/15/2020,India,3267,71,2443
6/15/2020,India,12981,301,9785
6/15/2020,India,68,0,4
6/15/2020,India,46504,479,25344
6/15/2020,India,5193,187,2766
6/15/2020,India,1086,1,433
6/15/2020,India,7684,0,0
6/15/2020,India,13615,399,8268
6/15/2020,India,1845,24,1189
6/15/2020,India,11494,485,5494
6/16/2020,India,44,0,33
6/16/2020,India,6841,88,3509
6/16/2020,India,95,0,7
6/16/2020,India,4319,8,2166
6/16/2020,India,6778,41,4644
6/16/2020,India,358,6,302
6/16/2020,India,1781,9,1036
6/16/2020,India,45,0,9
6/16/2020,India,44688,1837,16500
6/16/2020,India,629,0,85
6/16/2020,India,24577,1533,17082
6/16/2020,India,8272,118,3748
6/16/2020,India,560,8,372
6/16/2020,India,5298,63,2781
6/16/2020,India,1839,9,1121
6/16/2020,India,7530,94,4456
6/16/2020,India,2622,20,1236
6/16/2020,India,649,1,85
6/16/2020,India,11083,476,8152
6/16/2020,India,113445,5537,57851
6/16/2020,India,500,0,159
6/16/2020,India,44,1,25
6/16/2020,India,121,0,1
6/16/2020,India,179,0,92
6/16/2020,India,4163,11,2974
6/16/2020,India,216,6,99
6/16/2020,India,3371,72,2461
6/16/2020,India,13216,308,9849
6/16/2020,India,70,0,4
6/16/2020,India,48019,528,26782
6/16/2020,India,5406,191,3027
6/16/2020,India,1092,1,433
6/16/2020,India,8273,0,0
6/16/2020,India,14091,417,8610
6/16/2020,India,1942,25,1216
6/16/2020,India,11909,495,6028
6/17/2020,India,44,0,33
6/17/2020,India,7071,90,3641
6/17/2020,India,99,0,7
6/17/2020,India,4605,8,2642
6/17/2020,India,6942,44,4926
6/17/2020,India,368,6,303
6/17/2020,India,1864,10,1180
6/17/2020,India,57,0,12
6/17/2020,India,47102,1904,17457
6/17/2020,India,656,0,96
6/17/2020,India,25093,1560,17430
6/17/2020,India,8832,130,3952
6/17/2020,India,569,8,372
6/17/2020,India,5406,65,2914
6/17/2020,India,1895,10,1151
6/17/2020,India,7734,102,4804
6/17/2020,India,2697,20,1326
6/17/2020,India,687,1,92
6/17/2020,India,11244,482,8388
6/17/2020,India,116752,5651,59166
6/17/2020,India,552,0,192
6/17/2020,India,44,1,30
6/17/2020,India,121,0,1
6/17/2020,India,193,0,103
6/17/2020,India,4338,11,3047
6/17/2020,India,245,7,109
6/17/2020,India,3497,78,2538
6/17/2020,India,13542,313,10467
6/17/2020,India,70,0,4
6/17/2020,India,50193,576,27624
6/17/2020,India,5675,192,3071
6/17/2020,India,1135,1,556
6/17/2020,India,8703,0,0
6/17/2020,India,14598,435,8904
6/17/2020,India,2023,26,1254
6/17/2020,India,12300,506,6533
6/18/2020,India,44,0,33
6/18/2020,India,7518,92,3789
6/18/2020,India,103,0,10
6/18/2020,India,4777,9,2654
6/18/2020,India,7025,44,5056
6/18/2020,India,374,6,306
6/18/2020,India,1946,10,1228
6/18/2020,India,58,0,13
6/18/2020,India,49979,1969,21341
6/18/2020,India,705,0,109
6/18/2020,India,25601,1591,17819
6/18/2020,India,9218,134,4556
6/18/2020,India,595,8,382
6/18/2020,India,5555,71,3144
6/18/2020,India,1920,11,1198
6/18/2020,India,7944,114,4983
6/18/2020,India,2794,21,1415
6/18/2020,India,687,1,95
6/18/2020,India,11426,486,8632
6/18/2020,India,120504,5751,60838
6/18/2020,India,606,0,199
6/18/2020,India,44,1,30
6/18/2020,India,130,0,1
6/18/2020,India,193,0,103
6/18/2020,India,4512,11,3144
6/18/2020,India,271,7,109
6/18/2020,India,3615,83,2570
6/18/2020,India,13857,323,10742
6/18/2020,India,70,0,5
6/18/2020,India,52334,625,28641
6/18/2020,India,6027,195,3301
6/18/2020,India,1155,1,639
6/18/2020,India,8927,0,0
6/18/2020,India,15181,465,9239
6/18/2020,India,2102,26,1386
6/18/2020,India,12735,518,7001
6/19/2020,India,45,0,35
6/19/2020,India,7961,96,3917
6/19/2020,India,103,0,11
6/19/2020,India,4904,9,3039
6/19/2020,India,7181,50,5098
6/19/2020,India,381,6,315
6/19/2020,India,2028,10,1331
6/19/2020,India,62,0,14
6/19/2020,India,53116,2035,23569
6/19/2020,India,725,0,118
6/19/2020,India,26141,1618,18159
6/19/2020,India,9743,144,4889
6/19/2020,India,619,8,388
6/19/2020,India,5680,75,3194
6/19/2020,India,1965,11,1332
6/19/2020,India,8281,124,5210
6/19/2020,India,2912,21,1511
6/19/2020,India,744,1,95
6/19/2020,India,11582,495,8748
6/19/2020,India,124331,5893,62773
6/19/2020,India,681,0,218
6/19/2020,India,44,1,33
6/19/2020,India,130,0,1
6/19/2020,India,198,0,125
6/19/2020,India,4677,11,3297
6/19/2020,India,286,7,118
6/19/2020,India,3832,92,2636
6/19/2020,India,14156,333,10997
6/19/2020,India,70,0,5
6/19/2020,India,54449,666,30271
6/19/2020,India,6526,198,3353
6/19/2020,India,1178,1,657
6/19/2020,India,9265,0,0
6/19/2020,India,15785,488,9638
6/19/2020,India,2177,26,1433
6/19/2020,India,13090,529,7303
6/20/2020,India,47,0,36
6/20/2020,India,8452,101,4111
6/20/2020,India,135,0,14
6/20/2020,India,4904,9,3039
6/20/2020,India,7533,52,5529
6/20/2020,India,404,6,316
6/20/2020,India,2041,11,1394
6/20/2020,India,68,0,26
6/20/2020,India,56746,2112,31294
6/20/2020,India,754,0,129
6/20/2020,India,26680,1638,18694
6/20/2020,India,10223,149,5128
6/20/2020,India,656,8,413
6/20/2020,India,5834,81,3336
6/20/2020,India,1965,11,1335
6/20/2020,India,8697,132,5391
6/20/2020,India,3039,21,1568
6/20/2020,India,836,1,117
6/20/2020,India,11724,501,8880
6/20/2020,India,128205,5984,64153
6/20/2020,India,777,0,232
6/20/2020,India,44,1,33
6/20/2020,India,140,0,9
6/20/2020,India,201,0,138
6/20/2020,India,4856,12,3534
6/20/2020,India,286,7,118
6/20/2020,India,3952,98,2678
6/20/2020,India,14536,337,11274
6/20/2020,India,70,0,25
6/20/2020,India,56845,704,31316
6/20/2020,India,7072,203,3506
6/20/2020,India,1186,1,680
6/20/2020,India,9127,0,0
6/20/2020,India,16594,507,9995
6/20/2020,India,2301,27,1450
6/20/2020,India,13531,540,7865
6/21/2020,India,48,0,37
6/21/2020,India,8999,106,4331
6/21/2020,India,135,0,15
6/21/2020,India,5388,9,3360
6/21/2020,India,7612,53,5580
6/21/2020,India,406,6,316
6/21/2020,India,2275,11,1447
6/21/2020,India,88,0,26
6/21/2020,India,59746,2175,33013
6/21/2020,India,754,0,129
6/21/2020,India,27260,1663,19349
6/21/2020,India,10635,160,5557
6/21/2020,India,673,8,425
6/21/2020,India,5956,82,3382
6/21/2020,India,2073,11,1406
6/21/2020,India,9150,137,5618
6/21/2020,India,3172,21,1661
6/21/2020,India,837,1,134
6/21/2020,India,11903,515,9015
6/21/2020,India,132075,6170,65744
6/21/2020,India,841,0,250
6/21/2020,India,44,1,33
6/21/2020,India,141,0,9
6/21/2020,India,211,0,141
6/21/2020,India,5160,14,3720
6/21/2020,India,366,8,140
6/21/2020,India,4074,99,2700
6/21/2020,India,14930,349,11597
6/21/2020,India,78,0,25
6/21/2020,India,59377,757,32754
6/21/2020,India,7802,210,3731
6/21/2020,India,1221,1,759
6/21/2020,India,7832,0,0
6/21/2020,India,17731,550,10995
6/21/2020,India,2344,27,1500
6/21/2020,India,13945,555,8297
6/22/2020,India,48,0,37
6/22/2020,India,9372,111,4495
6/22/2020,India,139,0,21
6/22/2020,India,5586,9,3521
6/22/2020,India,7825,55,5781
6/22/2020,India,411,6,322
6/22/2020,India,2303,12,1513
6/22/2020,India,91,0,27
6/22/2020,India,62655,2233,36602
6/22/2020,India,864,1,152
6/22/2020,India,27825,1684,19909
6/22/2020,India,11025,169,5916
6/22/2020,India,727,8,437
6/22/2020,India,6088,85,3531
6/22/2020,India,2137,11,1469
6/22/2020,India,9399,142,5730
6/22/2020,India,3310,21,1749
6/22/2020,India,847,1,136
6/22/2020,India,12078,521,9215
6/22/2020,India,135796,6283,67706
6/22/2020,India,898,0,250
6/22/2020,India,44,1,37
6/22/2020,India,141,0,9
6/22/2020,India,280,0,141
6/22/2020,India,5303,15,3863
6/22/2020,India,383,8,149
6/22/2020,India,4235,101,2825
6/22/2020,India,15232,356,11910
6/22/2020,India,78,0,29
6/22/2020,India,62087,794,34112
6/22/2020,India,8674,217,4005
6/22/2020,India,1237,1,782
6/22/2020,India,8015,0,0
6/22/2020,India,18322,569,11601
6/22/2020,India,2402,28,1521
6/22/2020,India,14358,569,8687
6/23/2020,India,50,0,40
6/23/2020,India,10002,119,4599
6/23/2020,India,148,0,22
6/23/2020,India,5831,9,3762
6/23/2020,India,8153,56,6104
6/23/2020,India,418,6,322
6/23/2020,India,2362,12,1553
6/23/2020,India,120,0,29
6/23/2020,India,66602,2301,39313
6/23/2020,India,909,1,205
6/23/2020,India,28371,1710,20513
6/23/2020,India,11520,178,6498
6/23/2020,India,775,8,443
6/23/2020,India,6236,87,3642
6/23/2020,India,2185,11,1520
6/23/2020,India,9721,150,6004
6/23/2020,India,3451,22,1809
6/23/2020,India,932,1,148
6/23/2020,India,12261,525,9335
6/23/2020,India,139010,6531,69631
6/23/2020,India,921,0,258
6/23/2020,India,46,1,37
6/23/2020,India,142,0,9
6/23/2020,India,330,0,141
6/23/2020,India,5470,17,3988
6/23/2020,India,402,9,165
6/23/2020,India,4397,105,3047
6/23/2020,India,15627,365,12213
6/23/2020,India,79,0,29
6/23/2020,India,64603,833,35339
6/23/2020,India,9553,220,4224
6/23/2020,India,1259,1,807
6/23/2020,India,8141,0,0
6/23/2020,India,18893,588,12116
6/23/2020,India,2535,30,1602
6/23/2020,India,14728,580,9218
6/24/2020,India,56,0,43
6/24/2020,India,10331,124,4779
6/24/2020,India,158,0,38
6/24/2020,India,6198,9,3958
6/24/2020,India,8209,57,6113
6/24/2020,India,420,6,323
6/24/2020,India,2419,12,1627
6/24/2020,India,120,0,30
6/24/2020,India,70390,2365,41437
6/24/2020,India,951,2,289
6/24/2020,India,28943,1735,21088
6/24/2020,India,12010,188,6925
6/24/2020,India,806,8,466
6/24/2020,India,6422,88,3818
6/24/2020,India,2207,11,1570
6/24/2020,India,10118,164,6151
6/24/2020,India,3603,22,1888
6/24/2020,India,941,1,274
6/24/2020,India,12448,534,9473
6/24/2020,India,142900,6739,73792
6/24/2020,India,970,0,328
6/24/2020,India,46,1,42
6/24/2020,India,142,0,19
6/24/2020,India,347,0,148
6/24/2020,India,5752,17,4123
6/24/2020,India,461,9,176
6/24/2020,India,4627,113,3099
6/24/2020,India,16009,375,12611
6/24/2020,India,84,0,39
6/24/2020,India,67468,866,37763
6/24/2020,India,10444,225,4361
6/24/2020,India,1259,1,897
6/24/2020,India,8493,0,0
6/24/2020,India,19557,596,12586
6/24/2020,India,2623,35,1721
6/24/2020,India,15173,591,9702
6/25/2020,India,59,0,43
6/25/2020,India,10884,136,4988
6/25/2020,India,160,1,38
6/25/2020,India,6321,9,4033
6/25/2020,India,8473,57,6441
6/25/2020,India,423,6,329
6/25/2020,India,2452,12,1755
6/25/2020,India,155,0,32
6/25/2020,India,73780,2429,44765
6/25/2020,India,995,2,335
6/25/2020,India,29520,1753,21498
6/25/2020,India,12463,198,7380
6/25/2020,India,839,9,477
6/25/2020,India,6549,90,3967
6/25/2020,India,2262,12,1605
6/25/2020,India,10560,170,6670
6/25/2020,India,3726,22,1943
6/25/2020,India,941,1,358
6/25/2020,India,12596,542,9619
6/25/2020,India,147741,6931,77453
6/25/2020,India,1056,0,354
6/25/2020,India,46,1,42
6/25/2020,India,145,0,30
6/25/2020,India,355,0,160
6/25/2020,India,5962,17,4291
6/25/2020,India,502,9,187
6/25/2020,India,4769,120,3192
6/25/2020,India,16296,379,12840
6/25/2020,India,85,0,39
6/25/2020,India,70977,911,39999
6/25/2020,India,11364,230,4688
6/25/2020,India,1290,1,1019
6/25/2020,India,8123,0,0
6/25/2020,India,20193,611,13119
6/25/2020,India,2691,36,1758
6/25/2020,India,15648,606,10190
6/26/2020,India,72,0,43
6/26/2020,India,11489,148,5196
6/26/2020,India,172,1,42
6/26/2020,India,6607,9,4259
6/26/2020,India,8716,58,6762
6/26/2020,India,425,6,335
6/26/2020,India,2545,13,1914
6/26/2020,India,163,0,41
6/26/2020,India,77240,2492,47091
6/26/2020,India,1039,2,370
6/26/2020,India,30095,1771,22030
6/26/2020,India,12884,211,8016
6/26/2020,India,864,9,502
6/26/2020,India,6762,91,4080
6/26/2020,India,2290,12,1643
6/26/2020,India,11005,180,6916
6/26/2020,India,3876,22,2008
6/26/2020,India,946,1,358
6/26/2020,India,12798,546,9804
6/26/2020,India,152765,7106,79815
6/26/2020,India,1075,0,393
6/26/2020,India,47,1,42
6/26/2020,India,145,0,30
6/26/2020,India,371,0,162
6/26/2020,India,6180,17,4422
6/26/2020,India,502,9,187
6/26/2020,India,4957,122,3201
6/26/2020,India,16660,380,13062
6/26/2020,India,86,0,39
6/26/2020,India,74622,957,41357
6/26/2020,India,12349,237,4766
6/26/2020,India,1325,1,1055
6/26/2020,India,8023,0,0
6/26/2020,India,20943,630,13583
6/26/2020,India,2725,37,1822
6/26/2020,India,16190,616,10535
6/27/2020,India,72,0,43
6/27/2020,India,12285,157,5480
6/27/2020,India,177,1,54
6/27/2020,India,6816,9,4500
6/27/2020,India,8931,59,6843
6/27/2020,India,428,6,335
6/27/2020,India,2545,13,1914
6/27/2020,India,177,0,55
6/27/2020,India,80188,2558,49301
6/27/2020,India,1128,2,420
6/27/2020,India,30709,1789,22409
6/27/2020,India,13427,218,8472
6/27/2020,India,894,9,509
6/27/2020,India,6966,93,4225
6/27/2020,India,2339,12,1724
6/27/2020,India,11923,191,7287
6/27/2020,India,4071,22,2110
6/27/2020,India,960,1,554
6/27/2020,India,12965,550,9971
6/27/2020,India,159133,7273,84245
6/27/2020,India,1092,0,432
6/27/2020,India,47,1,42
6/27/2020,India,148,0,55
6/27/2020,India,387,0,164
6/27/2020,India,6350,18,4606
6/27/2020,India,619,10,221
6/27/2020,India,5056,128,3320
6/27/2020,India,16944,391,13367
6/27/2020,India,87,0,46
6/27/2020,India,78335,1025,44094
6/27/2020,India,13436,243,4928
6/27/2020,India,1334,1,1071
6/27/2020,India,7839,0,0
6/27/2020,India,21549,649,14215
6/27/2020,India,2791,37,1912
6/27/2020,India,16711,629,10789
6/28/2020,India,76,0,45
6/28/2020,India,13241,169,5908
6/28/2020,India,182,1,60
6/28/2020,India,7206,10,5088
6/28/2020,India,9212,60,7118
6/28/2020,India,429,6,336
6/28/2020,India,2662,13,2091
6/28/2020,India,178,0,60
6/28/2020,India,83077,2623,52607
6/28/2020,India,1198,3,478
6/28/2020,India,31320,1808,22800
6/28/2020,India,13829,223,8917
6/28/2020,India,916,9,529
6/28/2020,India,7093,94,4316
6/28/2020,India,2364,12,1793
6/28/2020,India,13190,207,7507
6/28/2020,India,4189,22,2152
6/28/2020,India,963,1,586
6/28/2020,India,13186,557,10084
6/28/2020,India,164626,7429,86575
6/28/2020,India,1185,0,455
6/28/2020,India,47,1,42
6/28/2020,India,148,0,55
6/28/2020,India,415,0,164
6/28/2020,India,6614,21,4743
6/28/2020,India,619,10,221
6/28/2020,India,5216,133,3526
6/28/2020,India,17271,399,13611
6/28/2020,India,88,0,49
6/28/2020,India,82275,1079,45537
6/28/2020,India,14419,247,5172
6/28/2020,India,1346,1,1079
6/28/2020,India,7285,0,0
6/28/2020,India,22147,660,14808
6/28/2020,India,2823,38,2018
6/28/2020,India,17283,639,11193
6/29/2020,India,90,0,46
6/29/2020,India,13891,180,6232
6/29/2020,India,187,1,61
6/29/2020,India,7752,11,5333
6/29/2020,India,9640,62,7390
6/29/2020,India,435,6,349
6/29/2020,India,2761,13,2173
6/29/2020,India,203,0,77
6/29/2020,India,85161,2680,56235
6/29/2020,India,1198,3,478
6/29/2020,India,31938,1827,23240
6/29/2020,India,14210,232,9502
6/29/2020,India,942,9,556
6/29/2020,India,7237,95,4585
6/29/2020,India,2426,15,1845
6/29/2020,India,14295,226,7683
6/29/2020,India,4189,22,2152
6/29/2020,India,964,1,616
6/29/2020,India,13370,564,10199
6/29/2020,India,169883,7610,88960
6/29/2020,India,1227,0,494
6/29/2020,India,47,1,42
6/29/2020,India,148,0,55
6/29/2020,India,434,0,168
6/29/2020,India,6859,23,4946
6/29/2020,India,619,10,221
6/29/2020,India,5418,138,3764
6/29/2020,India,17660,405,13618
6/29/2020,India,88,0,50
6/29/2020,India,86224,1141,47749
6/29/2020,India,15394,253,5582
6/29/2020,India,1380,1,1085
6/29/2020,India,7004,0,0
6/29/2020,India,22828,672,15506
6/29/2020,India,2831,39,2111
6/29/2020,India,17907,653,11719
6/30/2020,India,97,0,50
6/30/2020,India,14595,187,6511
6/30/2020,India,191,1,62
6/30/2020,India,8227,12,5647
6/30/2020,India,10043,67,7687
