Observation Date,Country,Confirmed,Death,Recovered
06-04-2020,Russia,259,0,148
06-04-2020,Russia,3272,15,1596
06-04-2020,Russia,3034,15,1829
06-04-2020,Russia,2388,8,835
06-04-2020,Russia,271,3,203
06-04-2020,Russia,1933,13,1582
06-04-2020,Russia,2051,14,1016
06-04-2020,Russia,189214,2749,94715
06-04-2020,Russia,41958,534,9877
06-04-2020,Russia,3375,7,2401
06-04-2020,Russia,75,0,15
06-04-2020,Russia,11169,122,4451
06-04-2020,Russia,3151,57,2536
06-04-2020,Russia,1546,8,426
06-04-2020,Russia,3226,36,1262
06-04-2020,Russia,1540,18,566
06-04-2020,Russia,2528,28,1363
06-04-2020,Russia,2141,8,1276
06-04-2020,Russia,2669,24,2132
06-04-2020,Russia,1962,26,1266
06-04-2020,Russia,2211,21,1290
06-04-2020,Russia,1066,10,403
06-04-2020,Russia,5557,43,2049
06-04-2020,Russia,3801,10,1229
06-04-2020,Russia,17444,264,6695
06-04-2020,Russia,2308,11,1071
06-04-2020,Russia,147,0,62
06-04-2020,Russia,2833,23,1212
06-04-2020,Russia,3457,35,1361
06-04-2020,Russia,2678,41,940
06-04-2020,Russia,2819,53,1318
06-04-2020,Russia,6679,35,2827
06-04-2020,Russia,3242,8,1405
06-04-2020,Russia,3402,10,3130
06-04-2020,Russia,797,11,381
06-04-2020,Russia,4293,44,2164
06-04-2020,Russia,1804,37,1294
06-04-2020,Russia,1798,9,962
06-04-2020,Russia,1297,2,227
06-04-2020,Russia,822,12,455
06-04-2020,Russia,2870,12,861
06-04-2020,Russia,2908,27,988
06-04-2020,Russia,3541,21,1235
06-04-2020,Russia,1018,11,466
06-04-2020,Russia,2466,16,1595
06-04-2020,Russia,2534,11,1307
06-04-2020,Russia,3430,15,951
06-04-2020,Russia,1257,24,708
06-05-2020,Russia,962,9,519
06-05-2020,Russia,2192,13,966
06-05-2020,Russia,156,0,91
06-05-2020,Russia,615,5,228
06-05-2020,Russia,2621,9,779
06-05-2020,Russia,2172,20,1166
06-05-2020,Russia,3727,18,1286
06-05-2020,Russia,2695,22,1236
06-05-2020,Russia,4174,31,2720
06-05-2020,Russia,1681,10,999
06-05-2020,Russia,1306,14,982
06-05-2020,Russia,3371,23,1540
06-05-2020,Russia,97,1,61
06-05-2020,Russia,3311,15,1476
06-05-2020,Russia,5587,288,4520
06-05-2020,Russia,2268,61,1316
06-05-2020,Russia,2542,16,556
06-05-2020,Russia,2447,20,997
06-05-2020,Russia,329,4,247
06-05-2020,Russia,3199,27,1502
06-05-2020,Russia,1700,24,740
06-05-2020,Russia,1136,16,609
06-05-2020,Russia,4357,34,1954
06-05-2020,Russia,1033,10,298
06-05-2020,Russia,1430,7,399
06-05-2020,Russia,548,2,210
06-05-2020,Russia,666,7,270
06-05-2020,Russia,2398,15,1292
06-05-2020,Russia,1102,10,680
06-05-2020,Russia,3104,18,1044
06-05-2020,Russia,2042,18,1115
06-05-2020,Russia,1480,25,855
06-05-2020,Russia,862,11,439
06-05-2020,Russia,4231,41,3109
06-05-2020,Russia,4968,49,1427
06-05-2020,Russia,268,0,153
06-05-2020,Russia,3357,15,1668
06-05-2020,Russia,3086,17,2011
06-05-2020,Russia,2452,8,892
06-05-2020,Russia,286,3,206
06-05-2020,Russia,1975,14,1633
06-05-2020,Russia,2098,15,1064
06-05-2020,Russia,191069,2806,97358
06-05-2020,Russia,42720,539,10392
06-05-2020,Russia,3422,7,2427
06-05-2020,Russia,80,0,15
06-05-2020,Russia,11499,125,4612
06-05-2020,Russia,3197,57,2702
06-05-2020,Russia,1588,9,429
06-05-2020,Russia,3334,38,1306
06-05-2020,Russia,1595,18,605
06-05-2020,Russia,2649,31,1409
06-05-2020,Russia,2204,8,1587
06-05-2020,Russia,2759,26,2260
06-05-2020,Russia,2011,27,1321
06-05-2020,Russia,2262,22,1356
06-05-2020,Russia,1131,11,420
06-05-2020,Russia,5753,43,2157
06-05-2020,Russia,3872,10,1330
06-05-2020,Russia,17822,291,7076
06-05-2020,Russia,2380,14,1177
06-05-2020,Russia,160,0,63
06-05-2020,Russia,2922,23,1282
06-05-2020,Russia,3553,35,1404
06-05-2020,Russia,2828,41,978
06-05-2020,Russia,2903,56,1409
06-05-2020,Russia,6930,37,2997
06-05-2020,Russia,3307,8,1443
06-05-2020,Russia,3452,10,3235
06-05-2020,Russia,832,11,386
06-05-2020,Russia,4398,47,2273
06-05-2020,Russia,1875,39,1338
06-05-2020,Russia,1834,10,1003
06-05-2020,Russia,1391,2,232
06-05-2020,Russia,865,12,460
06-05-2020,Russia,2965,12,897
06-05-2020,Russia,2966,30,1112
06-05-2020,Russia,3669,21,1321
06-05-2020,Russia,1035,11,489
06-05-2020,Russia,2592,16,1624
06-05-2020,Russia,2579,11,1340
06-05-2020,Russia,3501,15,1007
06-05-2020,Russia,1321,26,750
06-06-2020,Russia,995,10,540
06-06-2020,Russia,2255,14,1061
06-06-2020,Russia,163,0,95
06-06-2020,Russia,657,5,249
06-06-2020,Russia,2746,9,844
06-06-2020,Russia,2233,22,1225
06-06-2020,Russia,3832,18,1322
06-06-2020,Russia,2769,25,1326
06-06-2020,Russia,4269,31,2818
06-06-2020,Russia,1733,11,1026
06-06-2020,Russia,1326,14,988
06-06-2020,Russia,3499,26,1651
06-06-2020,Russia,102,1,63
06-06-2020,Russia,3395,16,1525
06-06-2020,Russia,5743,298,4537
06-06-2020,Russia,2307,61,1432
06-06-2020,Russia,2613,16,638
06-06-2020,Russia,2577,22,1063
06-06-2020,Russia,336,4,249
06-06-2020,Russia,3272,29,1549
06-06-2020,Russia,1736,24,763
06-06-2020,Russia,1149,16,614
06-06-2020,Russia,4431,35,2024
06-06-2020,Russia,1085,10,301
06-06-2020,Russia,1505,7,405
06-06-2020,Russia,573,2,215
06-06-2020,Russia,685,7,298
06-06-2020,Russia,2468,16,1296
06-06-2020,Russia,1111,10,711
06-06-2020,Russia,3231,20,1112
06-06-2020,Russia,2121,18,1157
06-06-2020,Russia,1518,26,875
06-06-2020,Russia,888,12,474
06-06-2020,Russia,4312,42,3235
06-06-2020,Russia,5136,49,1488
06-06-2020,Russia,280,0,158
06-06-2020,Russia,3425,15,1775
06-06-2020,Russia,3137,18,2139
06-06-2020,Russia,2516,8,938
06-06-2020,Russia,313,3,207
06-06-2020,Russia,2019,15,1699
06-06-2020,Russia,2138,18,1111
06-06-2020,Russia,193061,2864,100431
06-06-2020,Russia,43478,557,10924
06-06-2020,Russia,3472,7,2468
06-06-2020,Russia,80,0,16
06-06-2020,Russia,11820,131,4795
06-06-2020,Russia,3241,57,3033
06-06-2020,Russia,1634,9,437
06-06-2020,Russia,3441,40,1356
06-06-2020,Russia,1676,18,664
06-06-2020,Russia,2760,32,1462
06-06-2020,Russia,2267,8,1628
06-06-2020,Russia,2845,26,2354
06-06-2020,Russia,2067,28,1360
06-06-2020,Russia,2313,22,1402
06-06-2020,Russia,1163,12,437
06-06-2020,Russia,5965,46,2245
06-06-2020,Russia,3940,10,1433
06-06-2020,Russia,18169,346,7462
06-06-2020,Russia,2453,15,1242
06-06-2020,Russia,170,0,63
06-06-2020,Russia,3026,25,1348
06-06-2020,Russia,3651,36,1462
06-06-2020,Russia,2923,41,1085
06-06-2020,Russia,2990,57,1446
06-06-2020,Russia,7179,39,3166
06-06-2020,Russia,3371,8,1474
06-06-2020,Russia,3504,10,3450
06-06-2020,Russia,868,11,426
06-06-2020,Russia,4505,49,2409
06-06-2020,Russia,1962,41,1415
06-06-2020,Russia,1873,11,1047
06-06-2020,Russia,1489,2,250
06-06-2020,Russia,904,12,466
06-06-2020,Russia,3074,13,937
06-06-2020,Russia,3026,30,1198
06-06-2020,Russia,3794,21,1400
06-06-2020,Russia,1056,11,508
06-06-2020,Russia,2698,16,1688
06-06-2020,Russia,2621,11,1376
06-06-2020,Russia,3576,15,1169
06-06-2020,Russia,1398,27,807
06-07-2020,Russia,1025,10,577
06-07-2020,Russia,2319,14,1096
06-07-2020,Russia,172,0,100
06-07-2020,Russia,702,5,252
06-07-2020,Russia,2868,9,853
06-07-2020,Russia,2293,22,1263
06-07-2020,Russia,3928,18,1437
06-07-2020,Russia,2840,27,1337
06-07-2020,Russia,4364,31,2917
06-07-2020,Russia,1785,11,1058
06-07-2020,Russia,1345,14,990
06-07-2020,Russia,3614,28,1721
06-07-2020,Russia,106,1,65
06-07-2020,Russia,3475,16,1625
06-07-2020,Russia,5858,303,4562
06-07-2020,Russia,2342,61,1505
06-07-2020,Russia,2792,16,709
06-07-2020,Russia,2705,22,1064
06-07-2020,Russia,343,4,249
06-07-2020,Russia,3348,31,1625
06-07-2020,Russia,1776,24,779
06-07-2020,Russia,1168,16,624
06-07-2020,Russia,4511,36,2097
06-07-2020,Russia,1125,10,306
06-07-2020,Russia,1580,8,418
06-07-2020,Russia,614,2,224
06-07-2020,Russia,721,7,316
06-07-2020,Russia,2537,17,1301
06-07-2020,Russia,1128,10,757
06-07-2020,Russia,3346,20,1126
06-07-2020,Russia,2182,20,1186
06-07-2020,Russia,1564,26,885
06-07-2020,Russia,901,12,485
06-07-2020,Russia,4399,43,3289
06-07-2020,Russia,5301,49,1494
06-07-2020,Russia,288,0,180
06-07-2020,Russia,3501,16,1802
06-07-2020,Russia,3188,18,2154
06-07-2020,Russia,2577,8,994
06-07-2020,Russia,327,3,208
06-07-2020,Russia,2061,15,1718
06-07-2020,Russia,2185,18,1123
06-07-2020,Russia,195017,2919,102714
06-07-2020,Russia,44232,567,11462
06-07-2020,Russia,3530,7,2477
06-07-2020,Russia,80,0,16
06-07-2020,Russia,12137,136,4837
06-07-2020,Russia,3283,57,3066
06-07-2020,Russia,1676,9,438
06-07-2020,Russia,3546,41,1369
06-07-2020,Russia,1718,18,684
06-07-2020,Russia,2870,32,1464
06-07-2020,Russia,2331,8,1636
06-07-2020,Russia,2943,26,2406
06-07-2020,Russia,2135,28,1370
06-07-2020,Russia,2375,23,1444
06-07-2020,Russia,1232,12,437
06-07-2020,Russia,6166,47,2310
06-07-2020,Russia,4013,10,1448
06-07-2020,Russia,18509,377,7759
06-07-2020,Russia,2531,15,1311
06-07-2020,Russia,188,0,71
06-07-2020,Russia,3114,27,1425
06-07-2020,Russia,3763,36,1547
06-07-2020,Russia,3035,42,1101
06-07-2020,Russia,3079,60,1470
06-07-2020,Russia,7419,41,3239
06-07-2020,Russia,3439,8,1517
06-07-2020,Russia,3558,10,3477
06-07-2020,Russia,922,11,440
06-07-2020,Russia,4620,49,2434
06-07-2020,Russia,2055,41,1422
06-07-2020,Russia,1908,12,1057
06-07-2020,Russia,1607,2,267
06-07-2020,Russia,936,12,467
06-07-2020,Russia,3168,14,954
06-07-2020,Russia,3089,30,1198
06-07-2020,Russia,3913,23,1401
06-07-2020,Russia,1084,11,532
06-07-2020,Russia,2837,16,1692
06-07-2020,Russia,2694,11,1429
06-07-2020,Russia,3646,15,1176
06-07-2020,Russia,1471,27,837
06-08-2020,Russia,1069,10,606
06-08-2020,Russia,2390,14,1107
06-08-2020,Russia,180,0,101
06-08-2020,Russia,748,5,252
06-08-2020,Russia,2989,10,858
06-08-2020,Russia,2337,22,1294
06-08-2020,Russia,4017,18,1453
06-08-2020,Russia,2913,27,1356
06-08-2020,Russia,4458,31,3021
06-08-2020,Russia,1833,11,1067
06-08-2020,Russia,1365,15,993
06-08-2020,Russia,3737,31,1801
06-08-2020,Russia,106,1,65
06-08-2020,Russia,3561,16,1727
06-08-2020,Russia,5970,308,4587
06-08-2020,Russia,2368,61,1508
06-08-2020,Russia,2877,16,725
06-08-2020,Russia,2822,22,1091
06-08-2020,Russia,347,4,250
06-08-2020,Russia,3424,33,1649
06-08-2020,Russia,1813,24,782
06-08-2020,Russia,1179,16,631
06-08-2020,Russia,4600,36,2119
06-08-2020,Russia,1168,10,310
06-08-2020,Russia,1654,9,453
06-08-2020,Russia,633,2,226
06-08-2020,Russia,752,7,322
06-08-2020,Russia,2596,17,1314
06-08-2020,Russia,1141,10,782
06-08-2020,Russia,3475,21,1186
06-08-2020,Russia,2260,20,1206
06-08-2020,Russia,1600,26,890
06-08-2020,Russia,926,12,489
06-08-2020,Russia,4485,44,3311
06-08-2020,Russia,5460,49,1570
06-08-2020,Russia,306,0,183
06-08-2020,Russia,3561,16,1803
06-08-2020,Russia,3238,18,2221
06-08-2020,Russia,2637,8,1018
06-08-2020,Russia,339,3,211
06-08-2020,Russia,2104,16,1727
06-08-2020,Russia,2230,18,1155
06-08-2020,Russia,197018,2970,104347
06-08-2020,Russia,44983,578,12031
06-08-2020,Russia,3576,7,2480
06-08-2020,Russia,80,0,16
06-08-2020,Russia,12442,140,4878
06-08-2020,Russia,3324,57,3100
06-08-2020,Russia,1734,10,438
06-08-2020,Russia,3648,42,1386
06-08-2020,Russia,1776,18,689
06-08-2020,Russia,2967,32,1474
06-08-2020,Russia,2397,8,1642
06-08-2020,Russia,3053,26,2433
06-08-2020,Russia,2202,28,1394
06-08-2020,Russia,2442,23,1464
06-08-2020,Russia,1269,12,440
